stamp,ax,ay,az,gx,gy,gz,px,py,pz,vx,vy,vz,qw,qx,qy,qz,bw_x,bw_y,bw_z,ba_x,ba_y,ba_z
1782727127.662197828,-4.676802457,-0.035944990,8.919784648,0.012502875,-0.009098799,-0.020197786,-0.010012230,0.000200551,-0.001694654,-0.001687087,-0.003690918,-0.002518602,0.973184961,-0.004028179,0.229981992,0.001757424,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.667793989,-4.218158023,0.033692123,8.874160332,0.019959722,-0.004837741,-0.019132525,-0.010021588,0.000180976,-0.001706456,-0.001657050,-0.003304842,-0.001699172,0.973186013,-0.004025089,0.229977926,0.001713288,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.671808481,-4.441477041,-0.004728353,8.758898904,0.022090252,-0.002707212,-0.015936732,-0.010027639,0.000168385,-0.001713102,-0.001357705,-0.002967754,-0.001611992,0.973185323,-0.004012536,0.229981286,0.001683549,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.677701950,-4.532725672,0.002475486,8.720478428,0.014633399,-0.013359858,-0.011675671,-0.010037387,0.000152065,-0.001722194,-0.001950227,-0.002570727,-0.001473364,0.973187146,-0.003999198,0.229974029,0.001652439,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.682105780,-4.302202815,0.048099802,8.701268190,0.022090252,-0.015490387,-0.002088290,-0.010046476,0.000141650,-0.001729008,-0.002177817,-0.002159360,-0.001621338,0.973191719,-0.003985701,0.229954971,0.001644085,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.687599659,-4.638381981,0.120138194,8.703669469,0.015698668,-0.008033535,-0.005284086,-0.010060000,0.000132076,-0.001738185,-0.002745394,-0.001325821,-0.001719572,0.973195733,-0.003965433,0.229938352,0.001641842,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.692048311,-4.712821653,0.120138194,8.924587207,0.010372344,-0.008033535,-0.003153555,-0.010074561,0.000128042,-0.001744117,-0.003800741,-0.000487976,-0.000947264,0.973197025,-0.003961990,0.229932940,0.001641837,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.697846174,-4.328616892,0.247406031,8.905376969,0.011437606,-0.005903006,0.000042237,-0.010097504,0.000129464,-0.001746348,-0.004113794,0.000978815,0.000177703,0.973197963,-0.003961743,0.229928912,0.001650751,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.701911926,-4.210954184,0.196979156,8.756497624,0.015698668,-0.000576683,0.004303295,-0.010113133,0.000135848,-0.001745574,-0.003574318,0.002161359,0.000203352,0.973196886,-0.003954571,0.229933503,0.001663103,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.707776546,-4.270986178,0.196979156,8.718077148,-0.000280302,-0.004837741,0.009629618,-0.010132086,0.000153077,-0.001745931,-0.002889213,0.003714314,-0.000325385,0.973194882,-0.003957716,0.229941671,0.001698545,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.712116241,-4.201349065,-0.059957788,8.624427237,-0.006671887,-0.015490387,0.006433826,-0.010143758,0.000170478,-0.001748760,-0.002489881,0.004305015,-0.000978379,0.973197019,-0.003983104,0.229931937,0.001732665,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.717688799,-4.040463321,-0.194429445,8.530777327,-0.003476094,-0.010164063,0.006433826,-0.010155245,0.000193542,-0.001758629,-0.001632699,0.003972530,-0.002563378,0.973201455,-0.004021048,0.229912189,0.001773200,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
1782727127.721995115,-4.532725672,-0.336104969,8.703669469,0.001850229,-0.006968270,-0.002088290,-0.010162053,0.000208819,-0.001771280,-0.001529353,0.003122794,-0.003312138,0.973202825,-0.004043567,0.229905837,0.001793448,0.011530174,-0.005529360,-0.004561726,0.000000005,-0.000000000,0.000000003
