stamp,ax,ay,az,gx,gy,gz,px,py,pz,vx,vy,vz,qw,qx,qy,qz,bw_x,bw_y,bw_z,ba_x,ba_y,ba_z
1782727140.237866879,-5.920665372,-2.732582205,8.622025958,0.264970541,-0.020816708,0.183267727,2.637222537,-0.643019057,-0.075734151,0.134193784,-0.038273282,-0.031258297,0.950041135,0.042850880,0.272632194,-0.145798938,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.242040634,-5.920665372,-2.732582205,8.622025958,0.264970541,-0.020816708,0.183267727,2.637771828,-0.643200888,-0.075859070,0.129017980,-0.048857395,-0.028600949,0.950084104,0.043455518,0.272507984,-0.145572015,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.247834444,-4.165329868,2.821577878,5.891770871,-0.047151938,-0.003772477,0.029869644,2.638512818,-0.643482193,-0.076041179,0.126768997,-0.048248065,-0.034262305,0.950123952,0.043808349,0.272434377,-0.145343782,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.252201080,-4.165329868,2.821577878,5.891770871,-0.047151938,-0.003772477,0.029869644,2.639070812,-0.643666604,-0.076215473,0.128802543,-0.036215323,-0.045567742,0.950139426,0.043707610,0.272453418,-0.145237222,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.257867813,1.765830990,-3.685890270,9.589741700,0.176553607,-0.084732577,0.116156064,2.639846011,-0.643894280,-0.076515551,0.144793721,-0.044139986,-0.060340700,0.950194606,0.043894640,0.272317765,-0.145074140,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.262131453,1.765830990,-3.685890270,9.589741700,0.176553607,-0.084732577,0.116156064,2.640510419,-0.644132965,-0.076796701,0.166868715,-0.067822935,-0.071541967,0.950262366,0.044274456,0.272095033,-0.144932747,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.267720699,-8.946277869,2.331716807,8.127362327,0.235143155,-0.055970438,0.168354034,2.641464412,-0.644531249,-0.077202709,0.174498774,-0.074695212,-0.073740033,0.950346833,0.044875809,0.271826042,-0.144698523,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.272116899,-8.946277869,2.331716807,8.127362327,0.235143155,-0.055970438,0.168354034,2.642207872,-0.644829763,-0.077509053,0.163729566,-0.061110300,-0.065627537,0.950409713,0.045430147,0.271632510,-0.144475804,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.277888298,-3.101562935,-1.423884737,8.857351374,0.039134484,0.018598076,0.063958108,2.643145112,-0.645174156,-0.077877935,0.161058229,-0.058234484,-0.062203572,0.950453756,0.045863716,0.271528291,-0.144244808,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.282146454,-3.101562935,-1.423884737,8.857351374,0.039134484,0.018598076,0.063958108,2.643844789,-0.645441027,-0.078148803,0.167570879,-0.067111072,-0.065019696,0.950458134,0.045966553,0.271562012,-0.144119693,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.287727594,-5.692543795,1.637746956,8.787714261,0.233012617,-0.038926207,0.188594058,2.644794290,-0.645820323,-0.078511547,0.172682544,-0.068809683,-0.064969423,0.950498158,0.046394106,0.271482903,-0.143867548,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.292119741,-5.692543795,1.637746956,8.787714261,0.233012617,-0.038926207,0.188594058,2.645555620,-0.646108350,-0.078790317,0.173995445,-0.062345573,-0.061970911,0.950556321,0.046960973,0.271323550,-0.143599719,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.297840595,-2.849428560,-0.192028165,8.794918100,-0.001345564,0.009010697,0.061827578,2.646570301,-0.646461119,-0.079146095,0.180734917,-0.060982029,-0.062408354,0.950602813,0.047341353,0.271237700,-0.143328988,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.302422762,-6.982031026,-0.910010795,9.877895272,0.142465129,0.016467549,0.128939241,2.647404212,-0.646750151,-0.079424594,0.183246252,-0.065173111,-0.059149454,0.950617834,0.047537974,0.271247326,-0.143145949,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.307627439,-5.121039213,0.396285358,8.353082625,0.207446277,-0.052774645,0.181137204,2.648352508,-0.647093812,-0.079717167,0.181155206,-0.066885100,-0.053277255,0.950665802,0.048050154,0.271135510,-0.142867948,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.312138081,-5.121039213,0.396285358,8.353082625,0.207446277,-0.052774645,0.181137204,2.649171264,-0.647393632,-0.079957498,0.181878046,-0.066054041,-0.053284522,0.950733106,0.048568485,0.270950983,-0.142594631,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.317728043,-5.706951474,0.309839286,8.706070749,0.031677637,0.016467549,0.058631785,2.650187869,-0.647760114,-0.080250628,0.181846913,-0.065067464,-0.051592779,0.950777486,0.048944706,0.270857549,-0.142347375,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.322062492,-5.706951474,0.309839286,8.706070749,0.031677637,0.016467549,0.058631785,2.650974498,-0.648040509,-0.080468555,0.181119302,-0.064312300,-0.048962966,0.950781913,0.049030057,0.270890022,-0.142226593,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.327778816,-2.976696388,0.597992857,8.252228875,0.111572459,-0.030404089,0.103372894,2.652024034,-0.648407931,-0.080753435,0.186087244,-0.064239565,-0.050709508,0.950809334,0.049258966,0.270849773,-0.142040717,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.332093239,-2.976696388,0.597992857,8.252228875,0.111572459,-0.030404089,0.103372894,2.652844627,-0.648686463,-0.080983547,0.194308155,-0.064876935,-0.055961839,0.950846252,0.049519558,0.270756684,-0.141880361,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.337823153,-4.988968826,1.013414292,8.240222476,0.015698668,-0.005903006,0.032000173,2.653976775,-0.649053402,-0.081315470,0.200862872,-0.063201369,-0.059894331,0.950877977,0.049712351,0.270690947,-0.141725672,0.011561621,-0.005559446,-0.004580651,-0.001862480,0.001602824,-0.000754417
1782727140.342040539,-4.988968826,1.013414292,8.240222476,0.015698668,-0.005903006,0.032000173,2.662118061,-0.654288959,-0.081666849,0.220732311,-0.075432649,-0.060771963,0.950848170,0.050630868,0.270791361,-0.141408316,0.011540733,-0.005567089,-0.004593665,-0.002005315,0.001640741,-0.000847130
1782727140.347866535,-4.059673559,0.686840245,8.266636553,0.029547106,-0.013359858,0.039457023,2.671269574,-0.659789923,-0.080337726,0.250767140,-0.088559019,-0.056188921,0.951052585,0.049331813,0.270358261,-0.141321492,0.011574948,-0.005549860,-0.004584425,-0.002175853,0.001696384,-0.001027553
1782727140.352030754,-4.059673559,0.686840245,8.266636553,0.029547106,-0.013359858,0.039457023,2.672322945,-0.660156988,-0.080577166,0.255148173,-0.087735973,-0.058809895,0.951068089,0.049389895,0.270332982,-0.141245200,0.011574948,-0.005549860,-0.004584425,-0.002175853,0.001696384,-0.001027553
1782727140.357878447,-4.732031892,0.883745185,8.489955571,0.028481837,-0.020816708,0.036261231,2.673829713,-0.660664016,-0.080927140,0.260189315,-0.085675362,-0.060886632,0.951092210,0.049467172,0.270287562,-0.141142623,0.011574948,-0.005549860,-0.004584425,-0.002175853,0.001696384,-0.001027553
1782727140.362177610,-3.999641565,0.809305513,8.405910779,-0.010932945,-0.004837741,0.007499088,2.674956986,-0.661028731,-0.081191773,0.264225940,-0.083992297,-0.062222465,0.951104764,0.049474615,0.270270719,-0.141087664,0.011574948,-0.005549860,-0.004584425,-0.002175853,0.001696384,-0.001027553
1782727140.367703676,-4.688808856,0.494737828,8.552388845,0.016763929,0.000488581,0.013890676,2.676431085,-0.661489898,-0.081540186,0.269281505,-0.082913929,-0.063875374,0.951109382,0.049464584,0.270280876,-0.141040583,0.011574948,-0.005549860,-0.004584425,-0.002175853,0.001696384,-0.001027553
1782727140.372093201,-4.688808856,0.494737828,8.552388845,0.016763929,0.000488581,0.013890676,2.677619120,-0.661852743,-0.081821125,0.272023236,-0.082409013,-0.064128925,0.951110955,0.049488245,0.270289869,-0.141004439,0.011574948,-0.005549860,-0.004584425,-0.002175853,0.001696384,-0.001027553
1782727140.377878666,-4.112501714,1.222325631,8.559592684,-0.004541360,0.006880168,-0.002088290,2.679209114,-0.662322953,-0.082195494,0.277627886,-0.080139666,-0.065288340,0.951108793,0.049485177,0.270316002,-0.140969996,0.011574948,-0.005549860,-0.004584425,-0.002175853,0.001696384,-0.001027553
1782727140.381976128,-4.112501714,1.222325631,8.559592684,-0.004541360,0.006880168,-0.002088290,2.680357705,-0.662645698,-0.082465891,0.283007802,-0.077394349,-0.066694255,0.951104263,0.049458746,0.270344624,-0.140954946,0.011574948,-0.005549860,-0.004584425,-0.002175853,0.001696384,-0.001027553
1782727140.387910843,-4.275788737,1.481663772,8.312260869,-0.062065639,0.013271755,-0.044698872,2.682058839,-0.663090271,-0.082868801,0.290274630,-0.072426892,-0.069086435,0.951090437,0.049323533,0.270410253,-0.140969734,0.011574948,-0.005549860,-0.004584425,-0.002175853,0.001696384,-0.001027553
1782727140.392084360,-4.275788737,1.481663772,8.312260869,-0.062065639,0.013271755,-0.044698872,2.683280199,-0.663383797,-0.083161168,0.295015661,-0.068234284,-0.071019488,0.951075580,0.049160279,0.270473395,-0.141005856,0.011574948,-0.005549860,-0.004584425,-0.002175853,0.001696384,-0.001027553
1782727140.397000551,-3.903590375,1.414427939,8.196999440,-0.082305670,0.032446515,-0.051090457,2.684745672,-0.663707878,-0.083517706,0.301166423,-0.063608121,-0.074026799,0.951051774,0.048945511,0.270574068,-0.141047982,0.011574948,-0.005549860,-0.004584425,-0.002175853,0.001696384,-0.001027553
1782727140.402209520,-4.273387458,1.011013012,8.437127416,-0.079109870,0.015402284,-0.046829402,2.686330945,-0.664029583,-0.083910961,0.307504432,-0.059911621,-0.076964695,0.951026429,0.048696481,0.270686623,-0.141089106,0.011574948,-0.005549860,-0.004584425,-0.002175853,0.001696384,-0.001027553
1782727140.407629490,-3.471360018,1.224726911,7.430991197,-0.091893047,0.039903365,-0.066004157,2.688014879,-0.664344960,-0.084342877,0.313876839,-0.056464328,-0.082414973,0.950995020,0.048420960,0.270816139,-0.141147092,0.011574948,-0.005549860,-0.004584425,-0.002175853,0.001696384,-0.001027553
1782727140.412177563,-4.448680880,1.315975469,7.800788280,-0.127046779,0.072926566,-0.083048388,2.689452691,-0.664592858,-0.084730405,0.318396335,-0.052547962,-0.087999011,0.950947680,0.048136001,0.270996682,-0.141216971,0.011574948,-0.005549860,-0.004584425,-0.002175853,0.001696384,-0.001027553
1782727140.417668343,-4.674401177,0.653222328,8.482751732,-0.161135241,0.055882335,-0.088374719,2.691211340,-0.664871542,-0.085220653,0.322186258,-0.048961852,-0.090572237,0.950884626,0.047696357,0.271250349,-0.141303694,0.011574948,-0.005549860,-0.004584425,-0.002175853,0.001696384,-0.001027553
1782727140.422103405,-3.891583976,0.590789018,8.026508577,-0.113198340,0.075057097,-0.079852596,2.692648826,-0.665086469,-0.085627520,0.326050792,-0.047959879,-0.092905288,0.950832641,0.047357131,0.271455098,-0.141374398,0.011574948,-0.005549860,-0.004584425,-0.002175853,0.001696384,-0.001027553
1782727140.427923918,-2.806205525,1.330383147,7.632698697,-0.085501462,0.148560345,-0.076656803,2.694572423,-0.665358882,-0.086191623,0.334920685,-0.045644724,-0.100927605,0.950724778,0.047040262,0.271835605,-0.141474432,0.011574948,-0.005549860,-0.004584425,-0.002175853,0.001696384,-0.001027553
1782727140.432140827,-4.422266803,2.269283533,7.685526851,-0.124916241,0.159212992,-0.094766304,2.695997883,-0.665539841,-0.086629436,0.341147807,-0.040180553,-0.106718753,0.950620683,0.046807218,0.272198059,-0.141554293,0.011574948,-0.005549860,-0.004584425,-0.002175853,0.001696384,-0.001027553
1782727140.437762737,-4.765649808,1.443243296,8.004897059,-0.259139568,0.112341352,-0.138442144,2.697928461,-0.665740973,-0.087240421,0.345657499,-0.031372205,-0.110639683,0.950494486,0.046233671,0.272671380,-0.141679207,0.011574948,-0.005549860,-0.004584425,-0.002175853,0.001696384,-0.001027553
1782727140.442010403,-3.051136060,0.473126310,7.988088101,-0.231442705,0.103819236,-0.138442144,2.699407320,-0.665869491,-0.087718904,0.350658676,-0.029140025,-0.114652460,0.950413419,0.045671801,0.272991140,-0.141789483,0.011574948,-0.005549860,-0.004584425,-0.002175853,0.001696384,-0.001027553
1782727140.447838783,-3.212021804,-1.594375599,8.103349530,-0.281510115,0.197562516,-0.197031692,2.707384534,-0.671031344,-0.085859850,0.379562725,-0.050357429,-0.112614635,0.950069371,0.042853420,0.274007023,-0.143010232,0.011622148,-0.005554286,-0.004541845,-0.002293537,0.001773014,-0.001205788
1782727140.451978207,-3.212021804,-1.594375599,8.103349530,-0.088697255,0.209280416,-0.095831573,2.708964953,-0.671257347,-0.086336627,0.384030861,-0.058838293,-0.117744233,0.949926099,0.042447962,0.274488700,-0.143159107,0.011622148,-0.005554286,-0.004541845,-0.002293537,0.001773014,-0.001205788
1782727140.457867384,-15.725091215,-1.003660705,14.036911814,0.042330276,0.197562516,0.102307633,2.711185620,-0.671615765,-0.086950067,0.370121118,-0.062882491,-0.090583659,0.949764638,0.042444978,0.275086881,-0.143083066,0.011622148,-0.005554286,-0.004541845,-0.002293537,0.001773014,-0.001205788
1782727140.462282419,-11.693342499,-2.835837235,11.508364228,0.076418743,-0.116690509,0.199246690,2.712770006,-0.671898368,-0.087268939,0.347601830,-0.065136120,-0.053864843,0.949781229,0.042653939,0.275153650,-0.142782099,0.011622148,-0.005554286,-0.004541845,-0.002293537,0.001773014,-0.001205788
1782727140.467849255,-2.258713886,-2.314759527,11.849345954,0.033808161,-0.144387394,0.032000173,2.714698491,-0.672301802,-0.087510094,0.345245949,-0.079805669,-0.032774932,0.949919426,0.042811268,0.274791651,-0.142512555,0.011622148,-0.005554286,-0.004541845,-0.002293537,0.001773014,-0.001205788
1782727140.472172260,-4.832885641,-1.099711896,9.575334022,0.286275834,0.105949767,0.107633948,2.716210701,-0.672670225,-0.087641124,0.354364182,-0.090642127,-0.027845103,0.949936652,0.043155966,0.274710976,-0.142449289,0.011622148,-0.005554286,-0.004541845,-0.002293537,0.001773014,-0.001205788
1782727140.477739334,-18.995634247,0.912560542,12.123091846,0.194663092,-0.111364186,0.114025533,2.718119660,-0.673158421,-0.087707309,0.331439506,-0.084744812,0.004067867,0.949952489,0.043850419,0.274613834,-0.142318839,0.011622148,-0.005554286,-0.004541845,-0.002293537,0.001773014,-0.001205788
1782727140.482086182,-2.914263114,1.832250617,8.818930898,0.038069222,-0.414964586,0.049044404,2.719530887,-0.673505240,-0.087643292,0.317870896,-0.074827550,0.025386743,0.950122696,0.044038362,0.274041302,-0.142228161,0.011622148,-0.005554286,-0.004541845,-0.002293537,0.001773014,-0.001205788
1782727140.487699032,-3.293665316,0.151354831,8.096145690,-0.171787888,-0.087928370,-0.130985290,2.721347922,-0.673920217,-0.087516324,0.329584559,-0.073039390,0.019854976,0.950306711,0.043702918,0.273421398,-0.142295289,0.011622148,-0.005554286,-0.004541845,-0.002293537,0.001773014,-0.001205788
1782727140.492043257,-12.903587498,-3.424150776,12.197531519,-0.003476094,-0.167823210,-0.050025195,2.722761973,-0.674249070,-0.087400923,0.321417788,-0.078358245,0.033273375,0.950362138,0.043409176,0.273207723,-0.142425386,0.011622148,-0.005554286,-0.004541845,-0.002293537,0.001773014,-0.001205788
1782727140.497882128,-9.078348256,-1.531942326,11.551587264,0.208511531,-0.420290917,0.070349693,2.724576926,-0.674733700,-0.087103011,0.300261677,-0.087642987,0.068771028,0.950586475,0.043553119,0.272367501,-0.142493595,0.011622148,-0.005554286,-0.004541845,-0.002293537,0.001773014,-0.001205788
1782727140.502267122,-2.256312606,2.175633622,7.250895215,0.230882078,-0.267958075,0.057566520,2.725895981,-0.675116464,-0.086790156,0.301360738,-0.086935931,0.073922610,0.950789817,0.043921893,0.271590214,-0.142507360,0.011622148,-0.005554286,-0.004541845,-0.002293537,0.001773014,-0.001205788
1782727140.507652760,-5.860633378,3.090521211,6.542517686,-0.134503633,-0.292459160,-0.107549474,2.727532997,-0.675550188,-0.086417950,0.306558272,-0.074131055,0.064299001,0.950978245,0.043895150,0.270875325,-0.142618904,0.011622148,-0.005554286,-0.004541845,-0.002293537,0.001773014,-0.001205788
1782727140.512214661,-3.978030047,1.942709486,7.452602715,-0.229312167,-0.360636085,-0.234315947,2.728934329,-0.675862600,-0.086137644,0.307805105,-0.062834892,0.058591018,0.951141404,0.043268112,0.270258545,-0.142892332,0.011622148,-0.005554286,-0.004541845,-0.002293537,0.001773014,-0.001205788
1782727140.517702818,0.236215857,5.878407304,7.005964680,-0.005606622,-0.094319955,-0.222598031,2.730672950,-0.676161928,-0.085856060,0.325784954,-0.046246501,0.044024243,0.951233097,0.042678114,0.269756404,-0.143407310,0.011622148,-0.005554286,-0.004541845,-0.002293537,0.001773014,-0.001205788
1782727140.522086859,-1.192545600,5.122004180,2.354685786,-0.600024223,0.078252889,-0.502762616,2.732135873,-0.676320438,-0.085716483,0.341600644,-0.026065713,0.019650747,0.951150878,0.041809899,0.269883436,-0.143968296,0.011622148,-0.005554286,-0.004541845,-0.002293537,0.001773014,-0.001205788
1782727140.527644873,-7.351828109,-1.546350004,10.269303872,-1.081523657,-0.137995794,-0.745642900,2.734038419,-0.676437551,-0.085641169,0.343012766,-0.016076411,0.007450354,0.951016156,0.039082144,0.270231033,-0.144969120,0.011622148,-0.005554286,-0.004541845,-0.002293537,0.001773014,-0.001205788
1782727140.532121658,-2.241904928,-5.969507027,11.930989466,-0.430647165,0.142168760,-0.474000454,2.735580050,-0.676550072,-0.085585840,0.345709518,-0.034191988,0.017267845,0.950880005,0.037084152,0.270548721,-0.145792218,0.011622148,-0.005554286,-0.004541845,-0.002293537,0.001773014,-0.001205788
1782727140.537707090,-9.474559416,-1.760063903,8.009699619,0.105180874,0.066534981,-0.101157889,2.737497728,-0.676798604,-0.085461373,0.340962023,-0.054801035,0.027300529,0.950699326,0.036452023,0.270940755,-0.146400646,0.011622148,-0.005554286,-0.004541845,-0.002293537,0.001773014,-0.001205788
1782727140.542116880,-2.491637876,1.909091569,4.818398819,-0.160069972,-0.008033535,-0.188509569,2.738986052,-0.677034088,-0.085352672,0.334046665,-0.051999616,0.021999369,0.950636336,0.036297555,0.271037584,-0.146668581,0.011622148,-0.005554286,-0.004541845,-0.002293537,0.001773014,-0.001205788
1782727140.547938108,-2.117038380,3.040094336,7.351748965,-0.414668202,-0.016555650,-0.323798180,2.746465526,-0.679808630,-0.083150292,0.364766142,-0.047609764,0.010361244,0.950487773,0.034447180,0.271706513,-0.146839896,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.552037954,-7.479095936,-0.122391061,8.473146612,-0.417863995,0.100623444,-0.300362349,2.747965942,-0.679991415,-0.083112642,0.367171867,-0.041556800,0.008005240,0.950398346,0.033456436,0.271949623,-0.147197325,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.557895184,-5.872639777,-0.331302409,9.688194171,-0.248486936,-0.066623077,-0.086244181,2.750102268,-0.680231134,-0.083041134,0.362294386,-0.040297354,0.016411958,0.950332156,0.032356041,0.272179396,-0.147445774,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.562156677,-1.948948797,-0.340907529,6.698600870,-0.243160605,-0.036795676,-0.151225314,2.751654546,-0.680407208,-0.082978214,0.366219049,-0.042337541,0.013117567,0.950340615,0.031753954,0.272174674,-0.147530838,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.567712307,-2.325949719,-0.789946807,4.035581618,-0.340099663,0.056947596,-0.167204291,2.753702307,-0.680654094,-0.082968666,0.370965173,-0.046540099,-0.009680485,0.950291727,0.030842794,0.272353777,-0.147708414,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.572103739,-5.971092247,-0.734717372,9.916315748,-0.173918411,0.187975138,-0.062808365,2.755331341,-0.680864536,-0.083027301,0.370949511,-0.049302167,-0.017023907,0.950197302,0.030257678,0.272715464,-0.147769538,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.577848434,-6.386513646,-2.031408516,6.119892449,-0.230377436,-0.080471516,-0.007414613,2.757441051,-0.681161284,-0.083120158,0.363540300,-0.054009838,-0.015303977,0.950156245,0.029675390,0.272970707,-0.147680311,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.582085609,-0.479365511,-1.039679902,8.432324857,-0.199484766,0.050556011,-0.024458848,2.758985977,-0.681404341,-0.083200932,0.365684291,-0.060716205,-0.022821987,0.950172246,0.029209757,0.273023378,-0.147572787,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.587881565,-6.698680014,-1.882529171,8.624427237,-0.074848816,0.150690868,0.043718081,2.761123089,-0.681783728,-0.083343796,0.371765230,-0.070198162,-0.026476142,0.950106751,0.028856605,0.273378185,-0.147407009,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.592051983,-5.637314361,-1.082902937,6.717811109,-0.135568887,-0.012294592,0.068219163,2.762660701,-0.682083944,-0.083454171,0.365624531,-0.073775590,-0.026456198,0.950089715,0.028682565,0.273558571,-0.147216006,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.597828150,-1.110902088,-2.626925896,6.292784591,-0.165396303,0.082513951,0.024543321,2.764773953,-0.682539937,-0.083647856,0.366089764,-0.084112322,-0.040607293,0.950092539,0.028295211,0.273734865,-0.146944793,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.601874590,-1.110902088,-2.626925896,6.292784591,0.056178715,0.215672016,0.135330826,2.766268212,-0.682905635,-0.083843339,0.372465159,-0.096638294,-0.056012349,0.950035724,0.028260614,0.274047001,-0.146736843,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.607693195,-8.288327215,-1.637598635,8.127362327,0.162705168,0.096362390,0.196050897,2.768423629,-0.683498612,-0.084188645,0.368405381,-0.107182547,-0.062677953,0.949971268,0.028735607,0.274437790,-0.146330973,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.612225056,-4.069278678,-1.030074783,7.291716971,-0.038629822,-0.006968270,0.096981302,2.770078824,-0.683991899,-0.084472275,0.362065358,-0.110514775,-0.062493574,0.949986750,0.028954674,0.274519423,-0.146033861,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.617836475,-5.219491683,-3.198430479,8.307458309,-0.046086673,0.042033896,0.028804379,2.772105145,-0.684641874,-0.084833605,0.360147683,-0.121146688,-0.066290094,0.950000946,0.028872129,0.274597633,-0.145810642,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.622136831,-7.491102335,-3.577832680,10.607884318,0.215968400,0.114471883,0.158766657,2.773642433,-0.685189625,-0.085103267,0.354810909,-0.133600511,-0.059123619,0.949977685,0.029106175,0.274739752,-0.145647854,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.627840042,-6.830750401,-1.865720212,8.590809321,0.390671760,0.066534981,0.221617252,2.775639588,-0.685985618,-0.085404794,0.345550833,-0.145537915,-0.046616068,0.949958579,0.030088752,0.274862551,-0.145340784,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.632057667,-4.710420374,-0.554621427,8.103349530,0.186140984,0.046294957,0.118286595,2.777090728,-0.686607016,-0.085598215,0.342580382,-0.149129494,-0.045104206,0.949958339,0.030763310,0.274890753,-0.145147672,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.637833357,-6.593023705,-1.411878338,9.299186850,0.219164193,0.003684375,0.118286595,2.779063321,-0.687480484,-0.085848891,0.340487302,-0.153333869,-0.041699518,0.949968391,0.031397606,0.274883545,-0.144959592,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.642130613,-6.571412187,-0.374525445,8.321865988,0.388541222,0.024989665,0.179006666,2.780516931,-0.688143386,-0.086017247,0.336041977,-0.155189676,-0.036655596,0.949984396,0.032090701,0.274822756,-0.144818117,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.647835970,-5.697346355,0.826114471,8.451535095,0.308646411,0.007945432,0.143852949,2.782424928,-0.689019671,-0.086217316,0.332801832,-0.151990123,-0.033478114,0.950004295,0.033143026,0.274727918,-0.144630391,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.652122021,-7.493503615,1.993136361,8.302655750,0.209576786,-0.088993631,0.108699217,2.783845793,-0.689654570,-0.086353677,0.330216477,-0.144272696,-0.030151877,0.950047673,0.033713011,0.274570707,-0.144512210,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.657854795,-3.094359096,1.695377671,6.542517686,0.117964059,-0.160366356,0.033065438,2.785740132,-0.690448573,-0.086538512,0.330664065,-0.132732002,-0.034331914,0.950157793,0.034137285,0.274175986,-0.144438022,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.662239075,-3.147187251,0.393884078,6.938728846,-0.040760353,-0.037860937,-0.051090457,2.787201848,-0.691022902,-0.086712568,0.336134644,-0.129262614,-0.045067854,0.950210564,0.034161119,0.273972933,-0.144470530,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.667909622,-8.442009119,0.794897834,9.897105510,0.199989408,0.047360219,0.046913877,2.789104883,-0.691743030,-0.086961727,0.335065037,-0.124726523,-0.042810502,0.950196954,0.034350358,0.273972644,-0.144515712,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.672134399,-4.323814332,3.210585199,8.192196881,0.131812498,-0.164627418,0.034130700,2.790521040,-0.692250339,-0.087131676,0.335340655,-0.115432286,-0.037643251,0.950230170,0.034669850,0.273815752,-0.144518372,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.678066730,-0.152791464,2.672698533,3.977950903,-0.230377436,-0.133734748,-0.227924362,2.792548701,-0.692891631,-0.087416523,0.348255943,-0.100770067,-0.058388555,0.950313350,0.034361538,0.273446546,-0.144743938,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.682134390,-4.047667160,-0.943628711,8.177789202,-0.329447031,0.026054928,-0.270534933,2.793979156,-0.693297713,-0.087683385,0.355074747,-0.098893903,-0.072823209,0.950288252,0.033647714,0.273456092,-0.145058043,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
1782727140.687751293,-7.608765043,-1.486318010,10.374960182,0.057243984,0.003684375,-0.084113657,2.795968639,-0.693869165,-0.088073947,0.353316797,-0.104581645,-0.066243312,0.950215934,0.033129018,0.273587097,-0.145403739,0.011648350,-0.005566674,-0.004542341,-0.002388170,0.001781960,-0.001354004
